rownames,title,book_id,author,date,year,removed,explicit,antifamily,occult,language,lgbtq,violent,state,political_value_index,median_income,hs_grad_rate,college_grad_rate
368,Naruto Volume 1,1023,"Kishimoto, Masashi",2010-08-09,2010,0,0,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
369,Wild Zone,2001,"Fielding, Joy",2010-04-22,2010,0,0,0,0,1,0,1,MI,3.8,2966,3.838042131,-2.223729864
370,Song of Solomon,1671,"Morrison, Toni",2009-08-12,2009,0,1,0,0,1,0,0,MI,3.8,2966,3.838042131,-2.223729864
371,Twelve,1856,"Myracle, Lauren",2009-07-28,2009,0,0,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
372,Pleasure,1458,"Dickey, Eric Jerome",2009-03-24,2009,0,1,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
373,What's Happening to My Body?: Book for Girls,1959,"Madaras, Lynda",2009-03-17,2009,0,0,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
374,"Cinderella, Puss in Boots, and Other Favorite Tales",405,"Perrault, Charles",2008-09-25,2008,0,0,0,0,0,0,1,MI,3.8,2966,3.838042131,-2.223729864
375,"Mars, Vol. 10",1236,"Soryo, Fuyumi",2008-01-29,2008,0,1,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
376,"Bean Trees, The",203,"Kingsolver, Barbara",2006-09-14,2006,0,1,0,0,1,0,0,MI,3.8,2966,3.838042131,-2.223729864
377,Captain Underpants (series),356,"Pilkey, Dav",2005-06-09,2005,0,0,1,0,0,0,1,MI,3.8,2966,3.838042131,-2.223729864
378,Look At Me,1170,"Egan, Jennifer",2001-12-10,2001,0,1,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
379,"Curious Incident of the Dog in the Night-Time, The",474,"Haddon, Mark",2010-08-31,2010,1,0,0,0,1,0,0,MI,3.8,2966,3.838042131,-2.223729864
380,"Bookseller of Kabul, The",286,"Seierstad, Asne",2008-12-18,2008,1,1,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
381,Harry Potter and the Chamber of Secrets,868,"Rowling, J.K.",2000-03-01,2000,1,0,0,1,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
382,Harry Potter and the Prisoner of Azkaban,868,"Rowling, J.K.",2000-03-01,2000,1,0,0,1,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
383,Harry Potter and the Sorcerer's Stone,868,"Rowling, J.K.",2000-03-01,2000,1,0,0,1,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
384,Naruto 1:  The Tests of the Ninja,1021,"Kishimoto, Masashi",2010-07-26,2010,0,0,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
385,King Stork,1087,"Pyle, Howard",2010-03-28,2010,0,0,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
386,Monkey High Vol. 3,1277,"Akira, Shouko",2009-05-06,2009,0,0,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
387,"Da Vinci Code, The",480,"Brown, Dan",2004-09-26,2004,0,0,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
388,Slapboxing with Jesus,1642,"LaVelle, Victor",2003-12-14,2003,0,0,0,0,1,0,0,MI,3.8,2966,3.838042131,-2.223729864
389,Pinky and Rex and the Bully,1451,"Howe, James",2003-04-15,2003,0,0,0,0,0,1,0,MI,3.8,2966,3.838042131,-2.223729864
390,Carl Makes a Scrapbook,359,"Day, Alexandra",2001-10-15,2001,0,0,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
391,Harry Potter (series),868,"Rowling, J.K.",2001-04-25,2001,0,0,0,1,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
392,Harry Potter (series),868,"Rowling, J.K.",2001-04-25,2001,0,0,0,1,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
393,"Witch of Blackbird Pond, The",2013,"Speare, Elizabeth George",2001-04-25,2001,0,0,0,0,0,0,0,MI,3.8,2966,3.838042131,-2.223729864
394,Harry Potter and the Prisoner of Azkaban,868,"Rowling, J.K.",2000-02-20,2000,0,0,1,0,1,0,1,MN,2.3,15378,8.338042131,3.376270136
395,Highs! Over 150 Ways to Feel Really Good Without Alcohol or Drugs,900,"Packer, Alex J.",2004-05-16,2004,1,0,0,1,0,0,0,MN,2.3,15378,8.338042131,3.376270136
396,Bone (series),273,"Smith, Jeff",2010-07-02,2010,0,1,0,0,0,0,0,MN,2.3,15378,8.338042131,3.376270136
397,Rogue Warrior: Violent Action,1537,"Marcinko, Richard",2002-12-29,2002,0,0,0,0,1,0,1,MN,2.3,15378,8.338042131,3.376270136
398,Interstellar Pig,1004,"Sleator, William",2001-01-10,2001,0,0,0,0,1,0,0,MN,2.3,15378,8.338042131,3.376270136
399,"L8r, G8r",1097,"Myracle, Lauren",2008-12-17,2008,0,1,0,0,0,0,0,MN,2.3,15378,8.338042131,3.376270136
400,Plainsong,1455,"Haruf, Kent",2006-07-28,2006,0,1,0,0,1,0,0,MN,2.3,15378,8.338042131,3.376270136
401,Gossip Girl (series),741,"Von Ziegesar, Cecily",2006-07-27,2006,0,1,0,0,0,0,0,MN,2.3,15378,8.338042131,3.376270136
402,"Obsession, The",1068,"Harris, Jesse",2000-08-15,2000,0,0,0,0,0,0,1,MN,2.3,15378,8.338042131,3.376270136
403,Clay Boy,411,"Ginsburg, Mirra",2000-07-15,2000,0,0,0,0,0,0,1,MN,2.3,15378,8.338042131,3.376270136
404,Bumps in the Night,330,"Allard, Harry",2000-02-20,2000,0,0,0,1,0,0,0,MN,2.3,15378,8.338042131,3.376270136
405,Doing It,559,"Burgess, Melvin",NA,NA,0,0,0,0,1,0,0,MN,2.3,15378,8.338042131,3.376270136
406,"Guide to Getting It On, The",763,"Joannides, Paul",2009-04-30,2009,0,1,0,0,0,0,0,MN,2.3,15378,8.338042131,3.376270136
407,Mistral's Kiss,1273,"Hamilton, Laurell K.",2007-08-04,2007,0,0,0,0,1,0,0,MN,2.3,15378,8.338042131,3.376270136
408,"Adventures of Huckleberry Finn, The",75,"Twain, Mark",2007-08-02,2007,0,0,0,0,0,0,0,MN,2.3,15378,8.338042131,3.376270136
409,Ghost,761,"Ringo, John",2006-07-27,2006,0,1,0,0,0,0,0,MN,2.3,15378,8.338042131,3.376270136
410,"Trouble With Wednesdays, The",1845,"Nathanson, Laura",2006-07-27,2006,0,1,0,0,0,0,0,MN,2.3,15378,8.338042131,3.376270136
411,"Lesson for Max, A",1119,"Turke, Hanne",2000-07-15,2000,0,0,0,0,0,0,0,MN,2.3,15378,8.338042131,3.376270136
412,Ghost Train,766,"Mowry, Jess",2005-06-02,2005,1,0,0,0,1,0,1,MO,-3.1,1279.5,1.738042131,-2.423729864
413,Charmed,387,"Mac, Carrie",2009-03-03,2009,0,1,0,0,1,0,0,MO,-3.1,1279.5,1.738042131,-2.423729864
414,"Absolutely True Diary of a Part-Time Indian, The",69,"Alexie, Sherman",2010-05-12,2010,1,0,0,0,1,0,1,MO,-3.1,1279.5,1.738042131,-2.423729864
415,Queen of Cool,1488,"Castellucci, Cecil",2009-08-31,2009,0,1,0,0,1,0,0,MO,-3.1,1279.5,1.738042131,-2.423729864
416,Glass,717,"Hopkins, Ellen",2010-07-02,2010,1,1,0,0,0,0,0,MO,-3.1,1279.5,1.738042131,-2.423729864
417,Alice (series),95,"Naylor, Phyllis Reynolds",2002-09-17,2002,1,0,0,0,0,1,0,MO,-3.1,1279.5,1.738042131,-2.423729864
418,I Am Charlotte Simmons,950,"Wolfe, Tom",2006-07-28,2006,0,1,0,0,1,0,0,MO,-3.1,1279.5,1.738042131,-2.423729864
419,Crank,452,"Hopkins, Ellen",2010-07-02,2010,1,1,0,0,0,0,0,MO,-3.1,1279.5,1.738042131,-2.423729864
420,TTFN,1849,"Myracle, Lauren",2008-09-15,2008,1,0,0,0,0,0,0,MO,-3.1,1279.5,1.738042131,-2.423729864
421,TTYL,1849,"Myracle, Lauren",2008-09-15,2008,1,0,0,0,0,0,0,MO,-3.1,1279.5,1.738042131,-2.423729864
422,"Chocolate War, The",399,"Cormier, Robert",2001-04-25,2001,1,1,0,0,0,0,0,MO,-3.1,1279.5,1.738042131,-2.423729864
423,Happy Endings:  The Tales of a Meaty-Breasted Zilch,861,"Norton, Jim",2007-09-08,2007,1,0,0,0,0,0,0,MS,-9.5,-8466.5,-6.661957869,-7.123729864
424,"Guy Book:  An Owner's Manual, The",770,"Jukes, Mavis",NA,NA,0,1,0,0,0,0,0,MT,-7.1,-6482,7.638042131,0.3762701363
425,Dead Folks,512,"Jackson, Jon A.",2009-03-19,2009,0,1,0,0,1,0,0,MT,-7.1,-6482,7.638042131,0.3762701363
426,"Sitter, The",1639,"Stine, R.L.",2009-02-24,2009,0,0,0,0,1,0,0,MT,-7.1,-6482,7.638042131,0.3762701363
427,"Joy of Gay Sex, The",1054,"Silverstein, Dr. Charles and Felice Picano",2008-09-14,2008,0,1,0,0,0,1,0,MT,-7.1,-6482,7.638042131,0.3762701363
428,"Catcher in the Rye, The",374,"Salinger, J.D.",2009-03-19,2009,0,1,0,0,1,0,0,MT,-7.1,-6482,7.638042131,0.3762701363
429,Horse,920,"Chulton-Brock, Julie",2004-04-09,2004,0,0,0,0,0,0,0,MT,-7.1,-6482,7.638042131,0.3762701363
430,Harris and Me,865,"Paulsen, Gary",2000-08-11,2000,0,0,0,0,1,0,0,MT,-7.1,-6482,7.638042131,0.3762701363
431,America:  A Novel,134,"Frank, E.R.",2004-08-30,2004,0,0,0,0,1,0,0,MT,-7.1,-6482,7.638042131,0.3762701363
432,"Cold One, The",418,"Pike, Christopher",2002-11-16,2002,1,1,0,0,1,0,1,NC,-4.3,-310,-1.461957869,-1.523729864
433,Band of Angels,188,"Thompson, Julian",2002-11-16,2002,1,1,0,0,1,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
434,"Earth, My Butt and Other Big Round Things, The",607,"Mackler, Carolyn",2008-12-23,2008,0,1,0,0,1,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
435,"Sisterhood of the Traveling Pants, The",713,"Brashares, Ann",2007-10-23,2007,0,0,0,0,1,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
436,Bury Me Deep,342,"Pike, Christopher",2002-09-17,2002,0,0,0,0,1,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
437,What's Happening to Me?,1957,"Mayle, Peter",2008-10-03,2008,1,0,0,0,0,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
438,"Pinkerton, Behave!",1450,"Kellogg, Steven",2008-01-22,2008,1,0,0,0,0,0,1,NC,-4.3,-310,-1.461957869,-1.523729864
439,And Tango Makes Three,143,"Parnell, Peter and Justin Richardson",2008-06-07,2008,0,0,0,0,0,1,0,NC,-4.3,-310,-1.461957869,-1.523729864
440,Black Hole,242,"Burns, Charles",2007-05-23,2007,0,0,0,0,0,0,1,NC,-4.3,-310,-1.461957869,-1.523729864
441,"Then Again, Maybe I Won't",1780,"Blume, Judy",2002-11-16,2002,0,1,0,0,0,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
442,Hoot,917,"Hiaasen, Carl",2010-08-27,2010,0,0,0,0,0,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
443,Green Bible,753,NA,2010-05-26,2010,0,0,0,0,0,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
444,Message Bible,1251,"Peterson, Eugene H",2010-05-26,2010,0,0,0,0,0,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
445,New International Version Bible,1035,International Bible Society,2010-05-26,2010,0,0,0,0,0,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
446,"Bluest Eye, The",267,"Morrison, Toni",2004-09-06,2004,0,1,0,0,0,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
447,A Bell for Adano,10,"Hersey, John",2004-07-30,2004,0,0,0,0,1,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
448,King & King,1083,"de Haan, Linda",2004-06-08,2004,0,0,0,0,0,1,0,NC,-4.3,-310,-1.461957869,-1.523729864
449,Never Quite Dead,1029,"Shubin, Seymour",2003-02-04,2003,0,0,0,0,1,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
450,"Chocolate War, The",399,"Cormier, Robert",2001-04-25,2001,0,1,0,0,0,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
451,Dragon on a Pedestal,579,"Anthony, Piers",2001-04-25,2001,0,1,0,0,0,0,0,NC,-4.3,-310,-1.461957869,-1.523729864
452,"Giver, The",716,"Lowry, Lois",2010-07-08,2010,1,1,0,0,0,0,0,ND,-10.4,-813,4.338042131,-2.023729864
453,Captain Underpants and the Perilous Plot of Professor Poopypants,356,"Pilkey, Dav",2002-06-24,2002,1,0,0,0,1,0,0,ND,-10.4,-813,4.338042131,-2.023729864
454,A Time to Kill,55,"Grisham, John",2004-12-05,2004,0,1,0,0,0,0,1,ND,-10.4,-813,4.338042131,-2.023729864
455,"Viewer, The",1902,"Crew, Gary",2010-02-28,2010,0,0,0,0,0,0,0,ND,-10.4,-813,4.338042131,-2.023729864
456,Full Court Press,738,"Lupica, Mike",2008-10-29,2008,0,0,0,0,1,0,0,ND,-10.4,-813,4.338042131,-2.023729864
457,Mick Harte Was Here,1254,"Park, Barbara",2004-12-05,2004,0,0,0,0,0,0,0,ND,-10.4,-813,4.338042131,-2.023729864
458,Killing Mr. Griffin,1081,"Duncan, Lois",2001-04-25,2001,0,0,0,0,1,0,1,NE,-13.5,4927.5,7.038042131,-0.3237298637
459,"It's Not the Stork!:  A Book About Girls, Boys, Babies and Bodies",1024,"Harris, Robie",2009-02-25,2009,0,1,0,0,0,0,0,NE,-13.5,4927.5,7.038042131,-0.3237298637
460,"Hotel New Hampshire, The",924,"Irving, John",2008-09-14,2008,0,1,0,0,0,0,0,NH,1.6,17303,7.838042131,4.676270136
461,"Chocolate War, The",399,"Cormier, Robert",2004-08-30,2004,0,1,0,0,1,0,1,NH,1.6,17303,7.838042131,4.676270136
462,A Prayer for Owen Meany,40,"Irving, John",2009-04-28,2009,1,1,0,0,1,0,0,NH,1.6,17303,7.838042131,4.676270136
463,Wait Till Helen Comes,1907,"Hahn, Mary Downing",2010-03-19,2010,0,0,0,0,0,0,0,NH,1.6,17303,7.838042131,4.676270136
464,"Crack Cocaine Diet, The",447,"Lippman, Laura",2009-08-10,2009,1,0,0,0,0,0,0,NH,1.6,17303,7.838042131,4.676270136
465,"Fighting Ground, The",687,Avi,2001-04-25,2001,0,0,0,0,1,0,0,NH,1.6,17303,7.838042131,4.676270136
466,My Brother Sam is Dead,993,"Collier, James Lincoln and Christopher Collier",2001-04-25,2001,0,0,0,0,1,0,0,NH,1.6,17303,7.838042131,4.676270136
467,And Tango Makes Three,143,"Parnell, Peter and Justin Richardson",2007-08-02,2007,0,0,1,0,0,1,0,NJ,4.4,19935.5,2.538042131,5.776270136
468,Paint Me Like I Am,1416,Various,2009-03-31,2009,0,0,0,0,1,0,1,NJ,4.4,19935.5,2.538042131,5.776270136
469,Revolutionary Voices:  A Multicultural Queer Youth Anthology,1527,"Sonnie, Amy",2010-03-07,2010,1,1,0,0,0,1,0,NJ,4.4,19935.5,2.538042131,5.776270136
470,Revolutionary Voices:  A Multicultural Queer Youth Anthology,1527,"Sonnie, Amy (ed.)",2010-06-02,2010,1,0,0,0,0,1,0,NJ,4.4,19935.5,2.538042131,5.776270136
471,"Journey Out:  A Guide for and about Lesbian, Gay, and Bisexual Teens, The",1052,Rachell Pollack and Cheryl Schwartz,2006-10-29,2006,0,0,0,0,0,0,0,NJ,4.4,19935.5,2.538042131,5.776270136
472,"Notebook Girls, The",1061,"Baskin, Julia",2006-10-29,2006,0,0,0,0,0,0,0,NJ,4.4,19935.5,2.538042131,5.776270136
473,Real Girl/Real World,1515,"Gray, Heather M.",2006-10-29,2006,0,0,0,0,0,0,0,NJ,4.4,19935.5,2.538042131,5.776270136
474,Long Live the Queen,1167,"White, Ellen Emerson",2001-12-22,2001,0,0,0,0,1,0,0,NJ,4.4,19935.5,2.538042131,5.776270136
475,Fat Chance,674,"Newman, Leslea",2001-04-25,2001,0,0,0,0,0,0,0,NJ,4.4,19935.5,2.538042131,5.776270136
476,"Illustrated Man, The",980,"Bradbury, Ray",2001-04-25,2001,0,0,0,0,0,0,0,NJ,4.4,19935.5,2.538042131,5.776270136
477,Scorpions,1577,"Myers, Walter Dean",2001-04-25,2001,0,0,0,0,0,0,0,NJ,4.4,19935.5,2.538042131,5.776270136
478,Song of Solomon,1671,"Morrison, Toni",2007-07-22,2007,1,1,0,0,1,0,0,NM,2.4,-2401.5,-0.6619578686,-0.5237298637
479,Combat & Survival (series),423,NA,2001-06-01,2001,0,0,0,0,0,0,0,NM,2.4,-2401.5,-0.6619578686,-0.5237298637
480,It Stops with Me: Memoir of a Canuck Girl,1017,"Touchette, Charleen",2005-10-10,2005,1,0,0,0,0,0,0,NM,2.4,-2401.5,-0.6619578686,-0.5237298637
481,"Absolutely True Diary of a Part-Time Indian, The",69,"Alexie, Sherman",2007-10-30,2007,1,0,0,0,1,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
482,"Little Giant Book of Whodunits, The",1147,"Conrad, Hy",2008-01-04,2008,0,0,1,0,1,0,1,NY,10.2,5007.5,-0.4619578686,3.376270136
483,Staying Fat for Sarah Byrnes,1702,"Crutcher, Chris",2006-05-18,2006,0,0,0,0,1,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
484,A Day No Pigs Would Die,15,"Peck, Robert Newton",2001-04-25,2001,1,1,0,0,1,0,1,NY,10.2,5007.5,-0.4619578686,3.376270136
485,Yellow Volumes 1-4,2048,"Tateno, Makoto",2010-01-23,2010,0,0,0,0,0,1,0,NY,10.2,5007.5,-0.4619578686,3.376270136
486,"Hang-Ups, Hook-Ups, and Holding Out",857,"Holmes, Melisa and Trish Hutchinson",2008-10-12,2008,0,0,1,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
487,Chasing Destiny,388,"Dickey, Eric Jerome",2006-08-19,2006,0,1,0,0,1,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
488,Halloween ABC,851,"Merriam, Eve",2000-11-11,2000,0,0,0,1,0,0,1,NY,10.2,5007.5,-0.4619578686,3.376270136
489,Fun Home,740,"Bechdel, Alison",2010-07-29,2010,1,1,0,0,0,1,0,NY,10.2,5007.5,-0.4619578686,3.376270136
490,"Inner City Mother Goose, The",1000,"Merriam, Eve",2000-06-29,2000,1,0,0,0,1,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
491,Feeling Sorry for Celia,683,"Moriarty, Jaclyn",NA,NA,0,1,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
492,"Girl, Interrupted",783,"Kaysen, Susanna",2008-10-22,2008,0,1,0,0,1,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
493,Totally Joe,1829,"Howe, James",2008-06-07,2008,0,0,0,0,0,1,0,NY,10.2,5007.5,-0.4619578686,3.376270136
494,Alice on Her Way,100,"Naylor, Phyllis Reynolds",2007-09-08,2007,0,1,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
495,"Jewel of Medina, The",1043,"Jones, Sherry",2008-10-27,2008,1,0,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
496,Feed,682,"Anderson, M.T.",2008-06-07,2008,1,0,0,0,1,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
497,Islamic Religious Texts,1013,Various,2007-08-31,2007,1,0,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
498,When Bad Things Happen to Good People,1963,"Kushner, Harold S.",2007-08-31,2007,1,0,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
499,Boy Gets Girl: A Play,295,"Gilman, Rebecca",2005-08-26,2005,1,0,0,0,1,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
500,"Perks of Being a Wallflower, The",1434,"Chbosky, Stephen",2004-01-12,2004,1,1,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
501,Book of Genesis,279,"Crumb, R.",2010-01-23,2010,0,0,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
502,Z is for Zombie,2060,"Kutner, Merrily",2008-08-22,2008,0,0,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
503,Final Exit,689,"Humphry, Derek",2005-10-07,2005,0,0,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
504,In the Time of Butterflies,994,"Alvarez, Julia",2000-09-25,2000,0,0,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
505,"Angus, Thongs, and Full Frontal Snogging",148,"Rennison, Louise",2004-04-09,2004,1,0,0,0,0,0,0,NY,10.2,5007.5,-0.4619578686,3.376270136
506,Holy Bible,909,Various,2007-11-19,2007,0,1,1,1,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
507,Mastering Multiple Position Sex,1242,"Garrison, Eric Marlowe",2009-12-29,2009,0,1,1,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
508,"Unthinkable Thoughts of Jacob Green, The",1882,"Braff, Joshua",2009-04-03,2009,1,1,0,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
509,"Earth, My Butt and Other Big Round Things, The",607,"Mackler, Carolyn",2006-10-15,2006,1,1,1,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
510,Lonesome Dove,1165,"McMurtry, Larry",2002-05-20,2002,1,1,0,0,0,0,1,OH,-0.7,2469,3.438042131,-2.923729864
511,Batman:  The Dark Knight Strikes Again,197,"Miller, Frank",2010-05-30,2010,0,0,0,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
512,Absolute Sandman Vol. 1 and Vol. 2,68,"Gaiman, Neil",2010-02-12,2010,0,0,1,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
513,Looking for Alaska,1174,"Green, John",2009-07-26,2009,0,1,0,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
514,Running Loose,1552,"Crutcher, Chris",2008-06-07,2008,0,1,0,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
515,Murder Mysteries,990,"Gaiman, Neil and P. Craig Russell",2008-01-15,2008,0,1,0,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
516,Nothing's Sacred,1063,"Black, Lewis",2007-09-08,2007,0,1,0,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
517,Spring Broke,1691,"Welch, Nathaniel",2007-07-22,2007,0,1,0,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
518,"Found:  The Best Lost, Tossed, and Forgotten Items From Around the World",717,"Rothbart, Davy",2006-08-29,2006,0,0,1,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
519,Hardy Boys Undercover Brothers:  The Opposite Numbers,862,"Lobdell, Scott",2010-06-04,2010,0,1,0,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
520,To Train Up A Child,1819,"Pearl, Michael and Debi",2010-03-18,2010,0,0,0,0,0,0,1,OH,-0.7,2469,3.438042131,-2.923729864
521,Walter the Farting Dog,1911,"Kotzwinkle, William",2009-10-20,2009,0,0,0,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
522,Lock and Key,1163,"Dessen, Sarah",2008-09-11,2008,0,0,0,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
523,Pandora Drive,1420,"Waggoner, Tim",2008-04-01,2008,0,1,0,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
524,"Sex Chronicles, The",1596,Zane,2006-08-29,2006,0,1,0,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
525,Whale Talk,1941,"Crutcher, Chris",2007-10-25,2007,1,0,0,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
526,8+1,8,"Cormier, Robert",2007-10-19,2007,1,0,0,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
527,"Bumblebee Flies Anyway, The",329,"Cormier, Robert",2007-10-19,2007,1,0,0,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
528,I Am the Cheese,952,"Cormier, Robert",2007-10-19,2007,1,0,0,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
529,"Rag and Bone Shop, The",1496,"Cormier, Robert",2007-10-19,2007,1,0,0,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
530,Sahara Special,1559,"Codell, Esme",2006-09-22,2006,1,0,0,0,1,0,0,OH,-0.7,2469,3.438042131,-2.923729864
531,Dictionary of Demons,543,"Gettings, Fred",2000-04-30,2000,1,0,0,1,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
532,Who's in a Family?,1993,"Skutch, Robert",2010-05-30,2010,0,0,0,0,0,1,0,OH,-0.7,2469,3.438042131,-2.923729864
533,Angels & Demons,147,"Brown, Dan",2006-10-15,2006,0,0,0,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
534,Holes,907,"Sachar, Louis",2001-04-25,2001,0,0,0,0,0,0,0,OH,-0.7,2469,3.438042131,-2.923729864
535,"Bermudez Triangle, The",217,"Johnson, Maureen",2008-04-02,2008,1,1,1,0,1,1,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
536,Naomi and Ely's No Kiss List:  A Novel,1019,"Cohn, Rachel",2008-03-25,2008,1,1,0,0,1,1,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
537,Nick & Norah's Infinite Playlist,1039,"Cohn, Rachel",2008-03-25,2008,1,1,0,0,1,1,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
538,Iktomi and the Coyote,978,"Goble, Paul",2005-11-05,2005,1,0,1,0,0,0,1,OK,-16.9,-3087.5,1.038042131,-3.723729864
539,"Mars, Vol. 10",1236,"Soryo, Fuyumi",2005-04-01,2005,0,1,0,0,0,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
540,Dry,600,"Burroughs, Augusten",2004-12-05,2004,0,0,0,0,1,1,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
541,TTFN,1849,"Myracle, Lauren",2008-07-24,2008,1,1,0,0,0,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
542,TTFN,1849,"Myracle, Lauren",2008-04-02,2008,1,1,0,0,0,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
543,TTYL,1849,"Myracle, Lauren",2008-04-02,2008,1,1,0,0,0,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
544,Forgotten Fire,714,"Bagdasarian, Adam",2008-04-02,2008,0,1,0,0,0,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
545,Your Move,2055,"Bunting, Eve",2008-04-02,2008,0,0,0,0,0,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
546,Travel Team,1836,"Lupica, Mike",2008-03-25,2008,0,0,0,0,1,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
547,"Daddy, Daddy Be There",482,"Boyd, Candy",2005-04-01,2005,0,0,0,0,0,0,1,OK,-16.9,-3087.5,1.038042131,-3.723729864
548,Naked Prey,1016,"Sandford, John",2004-12-05,2004,0,0,0,0,1,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
549,Scary Stories to Tell in the Dark,982,"Schwartz, Alvin",2008-04-02,2008,1,0,0,0,0,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
550,"Adventures of Super Diaper Baby, The",77,"Beard, George",2008-12-05,2008,0,0,0,0,1,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
551,Killing Johnny Fry,1080,"Mosely, Walter",2008-04-02,2008,0,1,0,0,0,0,0,OK,-16.9,-3087.5,1.038042131,-3.723729864
