TV,Radio,Social.Media,Influencer,Sales
53,14.10567486,1.324027483,Micro,353.1882095
69,23.3830835,6.09007978,Mega,419.6631164
20,9.02380286,1.837913545,Nano,285.9786386
48,22.61030252,3.849709776,Micro,331.5975711
20,7.325061924,1.587892055,Nano,233.2128469
71,23.35785141,4.385036868,Macro,487.373212
53,5.856616799,2.762125352,Mega,396.0135337
12,7.46670429,1.363468221,Nano,270.2892444
29,12.6626864,1.67420182,Micro,334.3302934
66,25.37570136,5.073874121,Micro,313.1889212
33,1.029264173,1.512697044,Micro,341.2943038
15,11.65346233,0.4192589,Nano,234.1281226
68,30.35777737,4.303529107,Mega,393.3453066
76,30.18229439,4.016900096,Mega,436.5786214
87,24.73827816,3.608007687,Macro,473.6382596
82,28.92043035,3.213066798,Macro,483.2340561
51,14.29224744,0.469666552,Mega,386.6622549
34,2.089999917,0.217752116,Nano,233.6771703
35,7.227368592,1.144932144,Nano,298.0709504
52,15.21955294,0.74054497,Micro,358.5903586
93,31.24781296,7.63806843,Macro,589.1766575
15,4.405612027,3.454121714,Nano,193.8267317
66,20.82213126,4.347559873,Mega,427.9325033
65,19.77140766,5.607599419,Mega,435.2353217
30,7.377348336,4.990927845,Nano,228.0323959
37,8.110512199,3.565895209,Micro,307.1665373
70,28.11519313,5.700976365,Mega,436.2930627
63,20.17822304,0.653839725,Mega,431.0434396
13,7.430197108,,Nano,211.1162599
100,32.73514194,5.361312107,Macro,574.1850538
51,18.07310728,5.706993806,Mega,383.2864763
86,28.01877818,4.629252433,Macro,489.5661653
14,18.64944183,4.529927084,Nano,161.974615
94,34.02585643,6.345909164,Macro,533.9130935
89,19.64677846,2.399579787,Macro,483.4551342
100,33.65814441,6.51658012,Macro,585.6503638
62,24.93153398,5.478962155,Macro,488.2938384
80,18.78109394,4.054434455,Macro,493.1870024
64,26.89935681,7.413317734,Micro,356.5760627
15,0.61637615,1.584732553,Micro,329.8777613
26,5.928308617,2.03273826,Micro,308.7648891
52,19.75245225,3.573207176,Micro,306.8540311
80,23.59775824,7.812127296,Macro,530.3691806
98,34.22011288,4.474838371,Macro,521.3677464
53,23.58638711,3.258949178,Micro,361.5590978
99,30.66885609,4.401725907,Macro,541.3332046
62,23.67422982,3.363063357,Mega,421.5173036
67,15.84387923,0.274847731,Micro,333.6990914
99,37.12787724,3.057987485,Macro,492.9329652
28,6.029834723,4.226553307,Nano,289.8053848
15,7.094611415,3.51582302,Nano,262.7197013
16,2.339222151,0.563120609,Nano,210.772064
37,10.40371072,0.263531928,Nano,244.1676905
13,1.939453608,0.658229751,Nano,231.8084378
13,7.486313376,3.155098432,Nano,235.8832175
35,13.462027,1.42884286,Micro,324.3794693
59,19.70210755,3.903538448,Macro,484.2489598
29,4.595233625,0.581271839,Micro,348.417169
95,33.70899235,4.448986898,Macro,476.4665675
26,15.39340935,2.025059397,Nano,273.02478
35,5.121271546,0.875164961,Nano,208.9889649
58,21.39993028,2.172741919,Micro,314.7372364
22,11.99561122,0.858907412,Nano,245.9462719
54,24.36575611,5.020143563,Mega,382.3077546
34,12.36083061,5.470915563,Mega,393.3901952
69,18.07400354,7.33292569,Mega,435.4413655
96,36.97046742,7.525472375,Macro,484.6030316
36,15.82644174,1.740744439,Micro,316.4440212
82,22.66547098,2.926556978,Macro,487.8614587
70,17.06761498,3.299867282,Mega,428.4504614
51,24.64687638,6.444050052,Micro,302.3503671
39,21.55430149,3.285517042,Mega,391.2970315
78,30.11726533,3.357794085,Mega,450.8604884
87,28.93984477,4.558251395,Macro,491.9017815
10,10.30266681,2.397550882,Nano,182.0529578
32,25.48626583,4.172270036,Nano,274.1635065
73,17.20243034,5.265145607,Macro,500.3677768
55,20.83503638,3.654609898,Mega,430.9009236
50,23.42542742,1.702195369,Micro,352.2691528
91,23.74340747,6.509060472,Macro,545.1874472
52,23.79065914,0.464672096,Mega,448.1209212
10,6.171299414,2.248700745,Nano,240.1115739
28,10.96271564,1.364428017,Micro,346.682494
91,36.1004354,4.332061718,Macro,569.8590865
32,0.758066665,2.359200238,Micro,333.036386
29,15.47539803,4.828720171,Nano,273.3309657
40,18.378401,1.320080106,Micro,340.9216026
72,24.40263571,1.995127175,Mega,415.7433889
15,1.619455174,0.263737433,Nano,251.7634717
16,6.566230788,2.907982773,Nano,288.6388755
42,11.85387899,0.425868638,Mega,382.0539869
78,26.39407008,3.83736988,Macro,550.7003659
58,24.29613986,3.260725855,Mega,417.8953139
58,23.04770854,1.465806506,Macro,479.550721
68,19.77617983,3.217632434,Mega,400.2002116
71,24.37537742,3.050471293,Macro,467.9547616
28,10.05191293,3.716741602,Micro,352.263321
91,25.30746615,3.608188794,Macro,484.5711357
34,11.37226164,2.175756469,Micro,366.1119464
59,24.99656438,7.915971311,Macro,494.447571
65,15.6978375,3.011898971,Mega,428.9183795
36,4.91886598,0.39581294,Micro,348.2057946
86,24.11731486,7.885150229,Macro,468.7560547
98,27.03638314,3.360608235,Macro,558.4833578
40,8.854991222,0.149939278,Micro,366.8719376
13,5.039607861,5.038277048,Nano,246.2016273
94,34.15861088,5.82074361,Macro,577.4254551
79,19.15584406,0.014711851,Macro,528.3981159
35,7.868479803,0.06731754,Nano,291.3010254
91,,3.290079821,Mega,443.868061
23,2.201752448,0.376547887,Micro,340.4643872
55,24.89381148,4.273602146,Micro,347.5562456
65,16.2577251,3.206348981,Micro,368.3600758
93,26.97803866,6.000294191,Macro,488.5377901
15,3.013590798,4.312852977,Nano,182.945337
16,10.15692231,2.584043071,Nano,223.3470682
42,11.75924833,5.010336123,Micro,337.7430421
36,20.63387374,3.44271492,Nano,277.378562
71,24.04424273,3.088346775,Mega,439.3250957
35,7.886447626,1.758378079,Nano,285.4535815
63,10.24455279,1.64791391,Micro,371.428785
47,9.721111207,0.881835115,Mega,394.7585584
89,32.42627304,5.848850272,Macro,483.6899642
56,21.46041579,2.388734762,Micro,374.4301679
71,20.61068542,6.54557309,Mega,441.0657278
60,19.62187156,2.391937312,Mega,433.1949695
55,25.73139014,3.820392929,Mega,389.3973143
41,13.92654551,2.157720387,Mega,391.0572562
56,21.02285901,3.664076004,Micro,341.6825532
64,20.53317132,4.245637001,Mega,410.428836
90,32.98908421,5.114303431,Macro,555.1340139
17,6.867834252,0.023448897,Nano,229.8100601
53,19.36161231,1.654827873,Mega,415.8051896
23,9.024577462,3.276219428,Nano,300.7482358
69,21.53031815,0.808431096,Mega,460.3439133
77,22.9553127,2.642504816,Macro,495.6862796
66,20.15441348,3.50221048,Mega,429.4273166
11,10.03259879,0.684486506,Nano,251.9128111
29,15.36355775,6.625992213,Micro,316.7816094
28,13.16871546,1.873044843,Nano,255.114892
58,21.03563703,2.676063422,Micro,357.5933026
70,26.16107046,3.582985818,Mega,443.2154091
13,1.939074125,0.715073864,Nano,121.9462102
19,4.894410734,0.147196027,Nano,241.9107331
35,16.17611461,2.801679964,Micro,356.9365879
57,18.0141482,1.533416779,Mega,417.5525279
22,2.685571253,2.783753323,Nano,249.293891
68,29.49996311,3.520463252,Mega,405.4039062
20,7.92425546,1.392122965,Nano,242.3341896
57,13.28060278,2.101510154,Mega,401.6016323
24,3.595598161,0.980335778,Nano,287.8847059
32,9.445032076,0.904710414,Nano,270.3255025
66,21.37608291,4.584668421,Mega,424.0104842
71,17.55050904,4.041451356,Macro,474.6405056
41,12.99793945,3.006704771,Micro,315.5153753
47,13.83842892,2.524159498,Mega,417.7065556
95,36.42230623,9.997472195,Macro,554.5950121
65,16.00937858,1.309538333,Mega,390.6349086
32,4.01212603,0.427108804,Nano,299.4732156
55,20.48868764,5.290458667,Micro,349.7846783
97,30.53983841,8.846154241,Macro,572.2785941
86,27.73800583,5.293540405,Macro,546.4723745
26,11.43091748,1.637087299,Nano,268.3739068
59,26.56931113,4.516217387,Mega,404.1546366
80,23.19605289,8.143661019,Macro,517.9469755
35,4.435772821,0.372863616,Micro,340.0302519
58,14.92296684,4.218225759,Micro,366.4797848
34,5.161887001,0.592363282,Nano,224.6950361
14,2.470891055,1.029124697,Micro,342.0962455
49,20.42365468,4.346777364,Mega,430.165774
58,22.86918182,6.281662732,Macro,468.8321712
10,6.145248262,1.591116473,Nano,166.4376081
73,15.85081095,3.055215876,Macro,513.0042534
48,10.8228892,1.350736827,Micro,364.6174304
24,7.565568515,3.761234624,Nano,284.2715728
94,28.65512418,7.869187058,Macro,496.7433527
79,19.57607017,4.32634078,Macro,502.0018218
14,0.936349062,0.389304514,Nano,232.0970805
50,17.68275393,1.605194317,Micro,352.3075387
24,0.894522052,1.024989237,Nano,244.4737902
75,23.6025531,4.523740054,Mega,438.5008659
42,16.05076847,1.614349914,Micro,372.288429
10,5.298172116,0.903993562,Nano,228.718174
87,28.27700983,7.015215591,Mega,452.4785259
100,28.18902322,7.08946877,Macro,625.4794981
87,22.29068202,3.487820374,Macro,512.0292129
33,18.64876502,2.010872689,Nano,279.038898
97,33.35293523,5.652608391,Macro,615.8435562
73,22.37030589,0.171148051,Micro,378.9378204
43,15.84401592,2.529435016,Mega,400.5071972
19,10.36054593,1.354422273,Nano,244.9964328
81,20.57784486,4.50390565,Mega,462.2271985
76,18.66574964,2.119379814,Macro,486.9688863
64,14.23847068,0.455445095,Micro,355.8726373
75,20.71222956,3.740164535,Mega,458.3627308
55,18.58636671,2.324645797,Mega,456.3905872
16,3.639306804,2.077946459,Nano,252.6354811
88,34.39190309,5.058448106,Macro,538.4166734
72,24.97171642,3.384708684,Macro,519.6367193
27,14.02210263,1.088194757,Nano,253.6804424
30,13.41725958,6.440215299,Nano,249.0713484
71,26.92055929,5.625046446,Macro,474.9728466
92,36.2813941,7.693023889,Macro,594.6373648
21,1.397371107,1.444591132,Nano,276.108657
78,36.13477932,6.812528936,Macro,541.5676505
21,16.69215422,1.982434619,Nano,173.3447804
74,16.85524707,4.161090186,Macro,490.8487358
15,1.446983796,2.921059933,Nano,271.5393878
18,12.09442343,0.487387374,Nano,230.2941429
36,10.60419906,3.560618087,Micro,349.241237
29,6.870957676,0.228259393,Nano,296.1911179
58,31.49936776,5.37443682,Mega,453.9162784
44,17.68086233,2.147842325,Micro,318.0726261
78,19.20396374,2.635150336,Mega,392.1236873
61,22.23934576,8.19479117,Micro,327.7333131
77,27.55608572,7.176764184,Macro,465.6707296
13,1.959690199,1.004492215,Nano,249.2976628
48,22.65504441,5.973427536,Micro,352.134198
67,28.63117245,9.072549075,Mega,390.0659249
12,6.299113349,0.91215344,Nano,194.8890824
64,25.52828252,3.140870036,Micro,319.8331924
98,32.07909439,4.158338824,Macro,466.348652
63,24.27373202,2.836324904,Micro,359.7668163
35,9.531452188,0.103503553,Micro,303.6793729
70,16.25832885,1.726270065,Micro,359.239084
96,25.18516071,5.737247752,Macro,492.7382789
10,5.490507416,2.469998038,Nano,295.4406584
93,34.37118742,6.494090329,Macro,550.3901809
50,14.19652687,0.137827823,Mega,449.2556497
79,28.96967508,5.72254515,Macro,521.3618394
56,20.55128397,1.437485088,Mega,395.4862611
21,10.57592766,1.063323097,Nano,293.6113708
95,26.72353586,3.600530083,Macro,575.4085241
72,23.83835402,2.826565354,Mega,402.8633823
78,19.51895384,1.820807646,Macro,562.6723611
87,31.85172567,6.521062849,Macro,511.1381071
49,18.91431788,0.747304256,Micro,359.8772295
46,12.35741283,0.836941986,Nano,289.8468598
51,14.84955816,6.545391968,Nano,299.3583428
96,32.60250268,0.539458042,Macro,583.1557801
69,31.30100477,4.080001577,Mega,444.8598061
12,3.876010939,1.906025559,Nano,254.5637467
71,21.46999184,3.220821267,Macro,464.7151757
47,13.94312816,6.153942854,Micro,356.345001
73,30.78177788,4.857009064,Macro,479.2714481
19,10.61709956,1.277720616,Micro,326.4107482
77,32.71817895,4.068253588,Micro,375.9517447
16,6.067807963,1.960487823,Nano,255.9713581
100,32.38632069,6.903400294,Macro,492.7304384
60,22.51866848,8.211918044,Micro,363.4321587
37,18.61053827,0.070855842,Micro,310.2973205
75,31.97193882,4.698021921,Macro,468.9061096
45,11.86478335,1.576683416,Mega,407.7165875
71,21.68478521,4.362889043,Mega,387.434108
61,11.51253111,2.793347914,Mega,448.0829208
92,31.07632397,6.93117373,Mega,462.2495591
55,21.06207556,3.82003968,Micro,370.7423858
94,32.14620508,4.61092529,Macro,531.7350338
14,12.39563737,1.908127571,Micro,307.8636329
83,27.92371868,8.566793342,Macro,544.3584757
24,13.022179,0.776760663,Nano,236.6069336
89,29.55612297,6.364723126,Macro,525.1657272
36,12.4369939,0.903680035,Micro,356.1851538
87,36.25456287,5.905905777,Macro,503.8559759
12,2.201477322,0.166173465,Nano,290.6770785
91,36.29359238,6.685509421,Macro,553.5093205
99,28.78290675,7.412178995,Macro,630.1033624
90,32.71166164,4.755053057,Macro,478.5123017
26,0.205639537,3.980317771,Nano,256.5045128
97,37.34694168,3.515729693,Mega,449.7656675
95,37.81759713,4.893097259,Macro,533.559745
78,34.09508164,6.181578337,Mega,430.8247335
13,0.095046942,0.111191033,Nano,262.804916
82,28.75451711,1.621090004,Macro,503.5806837
70,25.22857993,1.980812384,Macro,537.2716435
84,27.6452302,5.916649652,Macro,517.989381
43,22.07496465,3.662349016,Micro,338.415476
96,29.649119,5.09171967,Macro,556.6263171
37,7.753853243,0.646902083,Micro,332.3171973
34,7.666725668,0.319328304,Nano,240.9977124
87,26.92871169,0.550205659,Macro,571.6852891
86,24.78624404,6.349962293,Macro,522.1940795
26,15.26673306,2.205879856,Nano,193.810997
83,26.87088292,3.440192694,Macro,524.857028
49,10.05574197,3.472817536,Mega,389.3403541
58,20.79986713,4.461833955,Mega,420.8650557
96,37.00648765,7.150101013,Macro,604.376242
72,11.81185289,0.497252493,Mega,428.5342758
36,6.101045822,3.262967852,Micro,348.7028861
40,7.852243612,0.349657474,Mega,386.9889475
27,2.400931141,1.783291031,Nano,256.612854
25,4.132424517,2.2690036,Nano,254.4285706
73,29.58800787,5.256752406,Macro,535.6845375
95,25.72170247,3.653918832,Macro,569.6735006
86,20.66269354,2.867545084,Macro,561.5814533
79,26.37176232,4.775905732,Mega,420.17456
67,25.58280593,4.020770888,Mega,446.4800978
22,4.079788849,0.922612615,Micro,342.9597784
90,36.71377854,8.103656838,Macro,474.2391861
17,12.91914773,1.904300714,Nano,295.0473532
40,18.00291183,3.036473483,Micro,315.6580678
75,29.3906457,5.909569393,Macro,487.2674662
98,25.80264351,4.420553579,Macro,495.7154773
77,23.07796216,2.215638886,Mega,412.0115606
14,1.304559995,2.523884417,Nano,177.6676178
88,25.02655962,4.133996812,Macro,494.2614582
14,4.702788925,1.325031956,Nano,279.0742325
54,18.61129829,5.139317624,Mega,391.9074474
82,17.35969287,4.361815987,Macro,489.5213726
84,28.04443897,3.311678578,Mega,411.191759
85,32.11478337,6.307491644,Macro,573.6156132
68,25.61370018,6.464483068,Mega,406.6727637
75,29.62144863,10.26018838,Macro,514.464396
74,22.44968986,0.305109692,Mega,441.0950917
46,18.28916702,3.367685945,Micro,315.1632906
23,10.05141481,0.156850984,Nano,277.5051932
61,9.574189313,1.846560373,Mega,449.7986773
38,12.93873682,0.763284304,Mega,389.1712056
78,37.59808506,5.780036656,Macro,513.161371
17,16.6928453,2.12301111,Nano,278.3877928
95,38.41522497,7.673636553,Macro,552.2526876
47,15.72822743,2.771904176,Micro,374.3626144
49,16.31903668,0.463311511,Micro,347.3092308
11,7.374947508,3.609159259,Nano,206.6132073
62,19.93974943,1.581668395,Micro,304.1487003
46,19.46702048,1.145521306,Micro,362.7478786
61,17.07116687,3.800921079,Micro,355.939512
36,8.840112507,0.962941668,Micro,312.9388433
11,0.675873706,3.25992037,Nano,267.6873313
65,17.07409018,1.832808412,Mega,453.4234442
47,9.961821714,4.068030765,Micro,321.5737093
63,22.61215309,5.02351081,Mega,454.8243373
64,22.85908473,7.595223422,Macro,533.237001
19,6.005250648,2.38362943,Nano,255.6576059
82,23.14053461,2.043226707,Mega,405.6295612
81,28.10521,5.05968854,Macro,522.5345002
49,14.87396622,1.638303876,Mega,385.5324707
23,6.621635323,0.113631173,Nano,288.5803977
26,18.65206124,5.769453827,Micro,316.2405104
58,13.0236864,2.801238068,Micro,356.4970769
63,25.08149831,2.684253156,Micro,305.4889969
95,28.92082619,3.084052767,Macro,553.8190088
78,18.1590474,4.246496176,Mega,450.368644
56,16.76213505,5.647998207,Micro,365.6364031
21,14.65992703,3.07256704,Nano,290.9708103
11,3.53866401,0.828501974,Nano,257.9297362
77,25.0517546,4.273356679,Mega,438.7663344
40,13.9310362,3.935940555,Micro,332.1118106
83,20.72620775,4.608829289,Mega,455.5391603
72,37.86899749,3.738798543,Micro,368.1684432
69,26.89374417,4.596614853,Mega,450.776649
60,21.44859053,1.782911981,Mega,451.6142546
91,26.62861541,4.539204096,Macro,488.0220227
14,14.95556574,0.924449961,Nano,179.7632081
14,4.248346436,2.679145923,Nano,271.6915189
41,3.921540021,2.527850591,Micro,343.5924
18,9.714072444,3.383355406,Nano,204.8924585
77,29.54985454,5.219418108,Mega,450.8784983
11,0.491153398,1.505058922,Nano,255.7806911
46,15.57190659,3.193752933,Micro,366.5001846
32,8.307830874,3.835013023,Nano,295.7200309
12,2.846446825,2.467488906,Nano,215.3277803
75,25.26324859,2.504473175,Mega,410.4467573
63,10.24669396,0.39228441,Macro,487.215543
59,26.02847298,5.427977765,Mega,423.1140986
33,3.92726748,2.376656144,Nano,281.6190231
42,15.83243453,2.941996909,Nano,212.6512828
40,14.68525338,1.862294023,Micro,373.1118737
65,19.80994369,6.390368242,Mega,406.5833445
21,6.824104508,3.386305653,Nano,236.993139
76,24.45854148,4.009270923,Mega,461.4837065
15,8.240898541,4.207676862,Nano,299.5376024
17,13.33245508,3.854678784,Nano,206.4051692
53,17.04016276,3.156623295,Micro,328.1490138
20,8.995115117,0.684036129,Micro,312.133937
29,5.147269556,0.515674511,Nano,298.681675
12,2.290614127,0.323279826,Nano,245.0732986
44,16.23221563,0.81339399,Micro,347.2503412
35,9.413349211,0.104001063,Nano,216.2726112
48,14.81567322,2.458459238,Mega,388.8250194
54,24.93457064,2.991638586,Micro,379.354097
65,24.23537069,3.319695807,Micro,370.6796535
21,7.138058437,2.684297188,Nano,239.9704554
19,0.388590647,0.255873313,Micro,302.9415285
17,0.103555123,0.469527665,Nano,194.3174291
90,32.72547832,8.829536236,Macro,541.320462
100,36.76158596,6.258340608,Macro,553.9432284
92,22.48136498,3.371126652,Macro,505.8564835
36,16.53025145,2.138833994,Micro,366.5215654
60,11.20191354,3.278170228,Mega,433.0484566
13,1.785753879,1.150818911,Nano,298.2061585
38,9.060266838,0.887353031,Micro,356.8198637
34,9.997653399,3.082762553,Nano,243.8006223
28,10.97367816,2.558390415,Nano,275.7080154
20,3.655618827,0.901505113,Nano,247.5353672
47,19.60088777,8.160758956,Micro,371.8306336
47,18.04699408,1.401191326,Nano,255.63168
47,15.89286029,2.001411881,Micro,302.4226793
32,21.47726978,3.45746956,Micro,325.4274395
22,11.34566071,0.030706718,Nano,264.1630233
99,32.67209561,1.801486331,Macro,587.5274703
43,13.56684889,1.31683429,Micro,363.8122149
52,10.65220223,0.81995501,Mega,387.6702706
81,34.258988,2.933485172,Macro,511.9794678
39,9.429549985,0.617180797,Nano,270.3535592
10,3.795386859,0.08705152,Nano,160.8687131
95,31.35729304,9.619583514,Macro,609.305533
80,26.45466629,7.956071282,Mega,434.6477373
46,15.22052675,5.422181754,Micro,307.0519723
13,2.584810224,0.337156459,Micro,342.3332973
96,31.45066121,5.395932867,Macro,579.8686072
12,2.914654396,2.95186781,Micro,302.7418534
40,14.40248296,2.874709242,Mega,417.3143978
64,14.11271658,3.313544954,Mega,443.4288138
93,34.11216622,2.786386971,Macro,506.8166589
21,16.05653873,3.539863843,Micro,340.6167088
85,24.74836655,2.607544268,Macro,465.0404467
17,9.736331095,0.598563708,Nano,265.2629133
54,26.07759747,3.808178699,Micro,339.3731662
93,14.97152964,4.950837638,Mega,450.2750588
55,19.36532701,7.680491394,Mega,413.7531338
83,27.45744568,4.852580235,Mega,443.3408194
48,14.11561705,3.328378357,Mega,439.7924393
12,3.812578426,0.346377813,Nano,152.6929258
31,16.33744378,3.886172961,Nano,284.1342984
56,24.40554207,6.450373512,Micro,369.1283095
33,11.50253176,2.911123858,Mega,399.572134
29,8.943415485,2.715735436,Nano,267.840205
24,11.88643795,1.558209074,Mega,402.2620408
98,32.90246875,4.878579353,Macro,481.2953002
73,31.3271272,10.26055357,Mega,437.10918
61,11.73759835,1.040604116,Mega,448.0742045
36,5.402287105,6.949626356,Micro,319.3087582
50,29.05558455,6.136696879,Mega,386.3569153
35,7.820341463,0.16292609,Micro,365.312249
26,4.949507518,0.508675133,Micro,308.717763
14,4.432798462,0.637216069,Nano,204.9756907
61,28.09411494,4.630805282,Mega,393.8663617
64,26.17395298,5.061944746,Micro,360.9856771
12,8.46670897,4.076583625,Micro,314.6452123
38,16.84811459,3.975007849,Micro,348.8626106
74,25.36070505,3.636620364,Mega,405.1941485
33,13.27208767,5.465264124,Nano,218.8660677
88,37.28722266,11.96433309,Macro,544.0872208
75,29.24105443,3.969112218,Mega,452.7408073
41,11.21191726,5.767485022,Micro,375.60584
91,30.23149256,4.807255552,Macro,506.9651332
61,26.82343484,5.586457741,Mega,457.6605629
92,36.50269966,5.544405637,Macro,536.6893608
24,8.526778372,1.872740701,Nano,248.4804027
90,29.94190176,8.348998109,Macro,516.4468693
28,20.1486607,3.254181348,Nano,281.6650066
59,22.19699053,4.710262205,Micro,352.3063461
39,16.49526491,0.747077391,Nano,230.7938817
40,15.16117672,1.608331687,Nano,299.7299096
12,3.188668313,0.276135877,Nano,182.5141451
29,9.197032332,3.246667727,Nano,298.29211
61,23.62333336,0.386922712,Macro,484.1742938
35,11.02127115,2.528031813,Nano,273.1527525
19,7.299359067,1.577311553,Nano,197.1721521
53,24.25593991,3.567089593,Mega,395.7468147
69,20.31132319,2.926078332,Micro,346.0497493
50,21.17480421,4.486404533,Macro,485.2010608
72,22.29004916,2.95721943,Mega,424.3577608
53,20.03308237,4.304445001,Micro,303.2535182
80,31.97400407,6.8890137,Mega,443.1045789
77,34.14759364,6.433184714,Micro,368.6174069
62,25.07908112,5.066101233,Micro,376.5446528
33,7.047832451,1.939791634,Micro,319.0307978
94,37.09705521,7.596290451,Macro,562.2495267
25,13.00455149,5.277124394,Nano,204.1746034
77,25.69736441,4.354449016,Mega,440.2182388
58,20.90685872,4.012199218,Mega,407.3312132
60,19.01558716,5.895165277,Micro,317.6468953
69,22.44665475,6.654602404,Macro,470.5435907
28,12.27441919,0.323515501,Nano,292.7448293
23,13.72417939,0.403192075,Nano,199.2458086
47,18.22307143,1.474865689,Mega,389.2483339
13,1.68598522,1.511993819,Nano,209.5095066
20,1.957628612,0.873307408,Micro,314.6593859
92,31.09859014,5.451928941,Mega,442.1852502
92,40.73698967,4.636563904,Macro,477.0057923
32,7.801082015,1.758760771,Mega,422.2835875
45,14.19071291,3.321536823,Micro,356.4636433
13,3.220673901,2.446239991,Micro,319.8550026
84,27.81758246,6.171058415,Macro,529.9829891
54,27.34182453,5.53069564,Mega,392.4400487
97,25.47353261,1.533320645,Macro,522.0821867
32,9.28981776,1.167053883,Micro,307.0382173
72,25.93209391,0.237228908,Micro,377.5062563
65,26.9743057,5.266266037,Mega,381.9614035
70,17.12263904,0.29907415,Mega,396.2176176
31,8.275869393,2.131422502,Nano,275.3210391
27,7.280088955,2.179478014,Micro,363.712508
48,12.33661999,1.217325392,Mega,407.2054467
38,15.1755205,3.707866988,Micro,365.3903996
90,30.48464888,5.005497564,Mega,452.4921638
10,5.134350235,0.689810674,Nano,280.4919905
39,16.53246746,1.140112518,Micro,375.7801455
55,13.81363025,3.245540816,Micro,302.2577215
86,24.29320314,8.041212299,Macro,536.1104745
54,17.47277703,1.477320945,Micro,334.0562154
27,7.759085036,1.017372135,Nano,260.479293
51,13.87461816,3.553056769,Mega,382.7713425
73,27.55549019,2.927052434,Mega,459.9904694
55,23.71846209,4.222897828,Mega,414.0725837
98,39.52760349,3.778663467,Macro,487.1133204
47,19.3125584,0.574250311,Mega,399.8835275
79,23.51057067,2.188926056,Macro,508.879776
18,6.770558288,0.753333515,Nano,185.98459
43,17.61064561,1.7945904,Micro,325.4616591
36,21.64067045,4.667504418,Micro,304.7747727
35,16.58991748,2.529490549,Nano,270.2399717
85,36.0777564,11.40362504,Macro,494.7606032
33,3.887493556,2.279986256,Nano,180.4169152
42,22.00041826,2.830148305,Micro,364.8860388
99,44.86129883,8.579322566,Macro,528.6863041
59,20.68293062,1.912705682,Mega,435.0912211
92,33.15174003,6.429606019,Macro,468.1115881
20,4.307579249,0.047124006,Nano,280.577298
85,29.38321484,5.319155045,Macro,532.0100299
55,10.8373,2.078602242,Mega,383.3002716
12,3.567660711,3.558311365,Nano,150.604394
44,16.25344066,2.968598136,Micro,321.5507799
93,33.78890644,5.026881705,Macro,539.472063
98,33.39717323,7.286840033,Macro,565.0051339
55,10.70403354,3.313741031,Micro,374.8803729
99,48.87116125,8.292207745,Macro,487.917585
81,26.09919087,4.351757741,Macro,525.3386731
68,29.43517599,3.224934232,Macro,469.275839
54,9.966013162,1.321266997,Mega,412.0581727
66,26.21942701,2.934109357,Mega,416.9528447
25,0.965159981,2.585389556,Nano,297.4297521
49,20.26585723,3.446132597,Mega,383.9319
44,12.01934706,4.631654336,Nano,254.4073545
43,18.7292892,2.593969187,Nano,284.6511444
94,33.99373618,5.491583816,Macro,549.7295613
66,16.43219543,3.237042142,Mega,396.7406757
61,21.06482504,0.950811765,Macro,472.3895555
42,13.76651754,1.667909691,Micro,329.6153583
47,17.60586851,2.785139037,Nano,291.0935996
82,31.27216356,7.156201274,Mega,442.4586645
46,15.49217812,1.251590075,Micro,332.1281781
33,11.29236649,0.945960767,Micro,308.9403079
85,26.31262933,3.527462273,Macro,558.4586812
40,5.283799574,0.056516876,Mega,386.0461215
43,9.48733807,1.971801126,Mega,461.1900378
31,5.381640531,0.013626625,Nano,214.75985
49,19.77045829,2.139144069,Micro,357.6967362
86,31.52189727,6.398283645,Macro,466.5214853
60,22.0455874,0.180601963,Mega,451.6640924
41,4.510233003,0.651581966,Micro,335.7154537
29,4.442709588,3.533258348,Nano,279.7765669
82,27.29885728,2.750432923,Macro,558.0374087
40,9.790167854,5.124846848,Mega,389.8009051
50,10.70249963,3.106184502,Mega,412.162714
15,6.290858174,0.67851384,Nano,219.9720591
47,19.08549213,2.485246038,Micro,304.7358121
60,26.00435306,2.260037943,Mega,427.3751965
51,18.81480053,3.440682119,Mega,384.0405693
42,9.352963721,0.606126647,Mega,398.4630078
81,20.39194685,3.212250256,Mega,451.1771129
54,21.73992856,5.195618185,Mega,397.0624303
12,1.228081695,1.523414744,Nano,200.4407807
66,23.76823033,5.455271317,Macro,464.8099268
88,27.54281898,4.614034843,Macro,493.0419003
25,1.833772485,1.466704533,Nano,202.0720474
40,9.006915909,1.575542558,Micro,349.775255
10,1.203624003,1.044443974,Nano,180.146564
99,33.42960304,6.443252612,Macro,630.5832675
12,10.2207438,4.46418734,Micro,306.9745172
99,30.02345521,4.263135192,Macro,528.5227874
63,19.29607338,2.482620404,Mega,462.1234808
32,17.77874558,6.010796578,Nano,210.7164111
32,10.83204359,5.108585918,Micro,311.5564463
32,3.523750421,0.028430966,Nano,285.8097042
30,15.5239034,2.819391995,Nano,211.6047107
33,22.70338207,2.302985634,Nano,301.7379354
69,13.21271627,2.51343887,Macro,476.0931297
53,25.04916044,6.471099083,Macro,490.1064916
17,6.933958113,1.745695372,Micro,312.7616965
99,30.96792254,5.586192961,Macro,541.5455769
65,21.82868204,3.852364912,Mega,381.7045647
49,16.39876978,1.569718706,Micro,343.8274166
63,21.7928057,0.393588978,Mega,432.3509768
27,13.22766271,5.247674761,Nano,291.2160953
